DATE,CODE,PUBLISHER,TITLE,COST
03/22/23,JAN230735,DYNAMITE ENTERTAINMENT,Red Sonja Hell Sonja #4 (Cover E Rachel Hollon Cosplay Variant),$3.99
03/22/23,JAN230736,DYNAMITE ENTERTAINMENT,Red Sonja Hell Sonja #4 (Cover F Rachel Hollon Cosplay Virgin Variant),AR
03/22/23,JAN230737,DYNAMITE ENTERTAINMENT,Red Sonja Hell Sonja #4 (Cover G Rebeca Puebla Virgin Variant),AR
03/22/23,JAN230738,DYNAMITE ENTERTAINMENT,Red Sonja Hell Sonja #4 (Cover H Drew Moss Virgin Variant),AR
03/22/23,JAN230739,DYNAMITE ENTERTAINMENT,Red Sonja Hell Sonja #4 (Cover I Giorgio Spalletta Virgin Variant),AR
03/22/23,JAN238690,DYNAMITE ENTERTAINMENT,Red Sonja Hell Sonja #4 (Cover K Rebeca Puebla Ultraviolet Variant),AR
03/22/23,JAN238691,DYNAMITE ENTERTAINMENT,Red Sonja Hell Sonja #4 (Cover L Giorgio Spalletta Line Art Variant),AR
03/22/23,JAN238692,DYNAMITE ENTERTAINMENT,Red Sonja Hell Sonja #4 (Cover M Joseph Michael Linsner Line Art Variant),AR
03/22/23,JAN238693,DYNAMITE ENTERTAINMENT,Red Sonja Hell Sonja #4 (Cover N Rebeca Puebla Ultraviolet Variant),AR
03/22/23,JAN238694,DYNAMITE ENTERTAINMENT,Red Sonja Hell Sonja #4 (Cover O Joseph Michael Linsner Fiery Red Line Art Variant),AR
03/22/23,JAN230745,DYNAMITE ENTERTAINMENT,Vampirella Strikes Volume 2 #11 (Cover A Lucio Parrillo),$3.99
03/22/23,JAN230746,DYNAMITE ENTERTAINMENT,Vampirella Strikes Volume 2 #11 (Cover B Stephen Segovia),$3.99
03/22/23,JAN230747,DYNAMITE ENTERTAINMENT,Vampirella Strikes Volume 2 #11 (Cover C Junggeun Yoon),$3.99
03/22/23,JAN230748,DYNAMITE ENTERTAINMENT,Vampirella Strikes Volume 2 #11 (Cover D Jonathan Lau),$3.99
03/22/23,JAN230749,DYNAMITE ENTERTAINMENT,Vampirella Strikes Volume 2 #11 (Cover E Dizzymslizzyy Cosplay Variant),$3.99
03/22/23,JAN230750,DYNAMITE ENTERTAINMENT,Vampirella Strikes Volume 2 #11 (Cover F Bruce Timm Modern Icon Variant),AR
03/22/23,JAN230751,DYNAMITE ENTERTAINMENT,Vampirella Strikes Volume 2 #11 (Cover G Dizzymslizzyy Cosplay Virgin Variant),AR
03/22/23,JAN230752,DYNAMITE ENTERTAINMENT,Vampirella Strikes Volume 2 #11 (Cover H Stephen Segovia Black & White Variant),AR
03/22/23,JAN230753,DYNAMITE ENTERTAINMENT,Vampirella Strikes Volume 2 #11 (Cover I Jonathan Lau Virgin Variant),AR
03/22/23,JAN230754,DYNAMITE ENTERTAINMENT,Vampirella Strikes Volume 2 #11 (Cover J Stephen Segovia Virgin Variant),AR
03/22/23,JAN238695,DYNAMITE ENTERTAINMENT,Vampirella Strikes Volume 2 #11 (Cover M Lucio Parrillo Ultraviolet Variant),AR
03/22/23,JAN238696,DYNAMITE ENTERTAINMENT,Vampirella Strikes Volume 2 #11 (Cover N Lucio Parrillo Tinted Variant),AR
03/22/23,JAN238697,DYNAMITE ENTERTAINMENT,Vampirella Strikes Volume 2 #11 (Cover O Jonathan Lau Black & White Variant),AR
03/22/23,JAN238698,DYNAMITE ENTERTAINMENT,Vampirella Strikes Volume 2 #11 (Cover P Lucio Parrillo Ultraviolet Variant),AR
03/22/23,JAN238699,DYNAMITE ENTERTAINMENT,Vampirella Strikes Volume 2 #11 (Cover Q Bruce Timm Modern Icon Virgin Variant),AR
03/22/23,JAN230767,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover K Lucio Parrillo Virgin Variant),AR
03/22/23,JAN231535,FANTAGRAPHICS BOOKS,Ephemera A Memoir HC,$24.99
03/22/23,JAN231526,FANTAGRAPHICS BOOKS,Tits And Clits 1972-1987 HC,$59.99
03/22/23,JAN231530,FANTAGRAPHICS BOOKS,Walt Disney's Mickey And Donald For Whom The Doorbell Tolls And Other Tales Inspired By Hemingway HC,$29.99
03/22/23,JAN231538,FIRST SECOND BOOKS,Belle Of The Ball GN,$17.99
03/22/23,JAN231539,FIRST SECOND BOOKS,Belle Of The Ball HC,$24.99
03/22/23,JAN231540,FIRST SECOND BOOKS,In Limbo A Graphic Memoir SC,$17.99
03/22/23,JAN231542,FIRST SECOND BOOKS,Science Comics The Periodic Table Of Elements Understanding The Building Blocks Of Everything GN,$12.99
03/22/23,JAN231543,FIRST SECOND BOOKS,Science Comics The Periodic Table Of Elements Understanding The Building Blocks Of Everything HC,$21.99
03/22/23,JAN231544,FIRST SECOND BOOKS,Travis Daventhorpe For The Win Volume 1 GN,$13.99
03/22/23,JUN228981,GHOST SHIP,2.5 Dimensional Seduction Volume 5 GN,$13.99
03/22/23,AUG222175,GHOST SHIP,Do You Like Big Girls Volume 6 GN,$13.99
03/22/23,JUN228984,GHOST SHIP,It's Just Not My Night Tale Of A Fallen Vampire Queen Volume 3 GN,$13.99
03/22/23,JAN231567,GRAPHIX,Dog Man Volume 11 Twenty Thousand Fleas Under The Sea GN,$14.99
03/22/23,JAN231568,GRAPHIX,Dog Man Volume 11 Twenty Thousand Fleas Under The Sea HC (With Dustjacket),$24.99
03/22/23,JAN231573,HACHETTE BOOK GROUP,In Every Generation A Slayer Is Born How Buffy Staked Our Hearts SC,$19.99
03/22/23,OCT228660,HUMANOIDS,Pixies Of The Sixties You Really Got Me Now TP (not verified by Diamond Distribution),$22.99
03/22/23,82771403083900611,IDW PUBLISHING,Earthdivers #6 (Cover A Rafael Albuquerque),$3.99
03/22/23,82771403083900621,IDW PUBLISHING,Earthdivers #6 (Cover B J.J. Lendl),$3.99
03/22/23,82771403083900631,IDW PUBLISHING,Earthdivers #6 (Cover C Aaron Campbell),$3.99
03/22/23,82771403083900641,IDW PUBLISHING,Earthdivers #6 (Cover D Daniel Irizarri),$3.99
03/22/23,82771403143000111,IDW PUBLISHING,Godzilla Best Of King Ghidorah #1 (Cover A James Biggie),$6.99
03/22/23,82771400271313811,IDW PUBLISHING,Teenage Mutant Ninja Turtles #138 (Cover A Fero Pe),$3.99
03/22/23,82771400271313821,IDW PUBLISHING,Teenage Mutant Ninja Turtles #138 (Cover B Kevin Eastman & Sophie Campbell),$3.99
03/22/23,82771400271313831,IDW PUBLISHING,Teenage Mutant Ninja Turtles #138 (Cover C Taurin Clarke),AR
03/22/23,9781684059645,IDW PUBLISHING,Teenage Mutant Ninja Turtles Reborn Volume 6 Game Changers TP,$16.99
03/22/23,JAN230084,IMAGE COMICS,Creepshow Volume 1 TP,$14.99
03/22/23,JAN230106,IMAGE COMICS,Dead Lucky Volume 1 A Massive-Verse Book TP (Massive-Verse),$9.99
03/22/23,JAN230037,IMAGE COMICS,Dead Romans #1 (Of 6)(Cover A Nick Marinkovich),$3.99
03/22/23,JAN230039,IMAGE COMICS,Dead Romans #1 (Of 6)(Cover C Cary Nord),$3.99
03/22/23,JAN230040,IMAGE COMICS,Dead Romans #1 (Of 6)(Cover D Adam Gorham),$3.99
03/22/23,JAN230041,IMAGE COMICS,Dead Romans #1 (Of 6)(Cover E Nick Marinkovich),$3.99
03/22/23,JAN230220,IMAGE COMICS,Immortal Sergeant #3 (Of 9)(Cover A Ken Niimura),$3.99
03/22/23,JAN230221,IMAGE COMICS,Inferno Girl Red Book One #3 (Of 3)(Cover A Erica D'Urso & Igor Monti)(Massive-Verse),$5.99
03/22/23,JAN230222,IMAGE COMICS,Inferno Girl Red Book One #3 (Of 3)(Cover B Igor Monti)(Massive-Verse),$5.99
03/22/23,JAN230223,IMAGE COMICS,Inferno Girl Red Book One #3 (Of 3)(Cover C Dash O'Brien-Georgeson)(Massive-Verse),$5.99
03/22/23,JAN230224,IMAGE COMICS,Inferno Girl Red Book One #3 (Of 3)(Cover D David Lafuente)(Massive-Verse),AR
03/22/23,JAN230127,IMAGE COMICS,King Spawn Volume 2 TP,$16.99
03/22/23,JAN230247,IMAGE COMICS,Magic Order 4 #3 (Of 6)(Cover A Dike Ruan),$3.99
03/22/23,JAN230249,IMAGE COMICS,Magic Order 4 #3 (Of 6)(Cover C Dani Strips),$3.99
03/22/23,JAN238757,IMAGE COMICS,Nemesis Reloaded #2 (Of 5)(2nd Printing Cover A Jorge Jimenez),$3.99
03/22/23,JAN238758,IMAGE COMICS,Night Club #3 (Of 6)(2nd Printing Cover A Juanan Ramirez),$1.99
03/22/23,JAN230259,IMAGE COMICS,Plush #5 (Of 6)(Cover A Daniel Hillyard & Rico Renzi),$3.99
03/22/23,JAN230260,IMAGE COMICS,Plush #5 (Of 6)(Cover B Tony Fleecs),$3.99
03/22/23,JAN230261,IMAGE COMICS,Plush #5 (Of 6)(Cover C Jorge Corona & Sarah Stern),$3.99
03/22/23,JAN230270,IMAGE COMICS,Scorched #16 (Cover A Mark Spears),$2.99
03/22/23,JAN230271,IMAGE COMICS,Scorched #16 (Cover B Von Randal),$2.99
03/22/23,NOV228350,IMAGE COMICS,Scorched #16 (Cover C Blank Variant),$2.99
03/22/23,JAN230276,IMAGE COMICS,Torrent #2 (Cover A Justin Greenwood & Rico Renzi),$3.99
03/22/23,JAN230277,IMAGE COMICS,Torrent #2 (Cover B Ramon Villalobos),$3.99
03/22/23,JAN230278,IMAGE COMICS,Torrent #2 (Cover C Rick Leonardi & Rico Renzi),$3.99
03/22/23,OCT220229,IMAGE COMICS,Undiscovered Country #24 (Cover A Giuseppe Camuncoli),$3.99
03/22/23,OCT220230,IMAGE COMICS,Undiscovered Country #24 (Cover B Elena Casagrande),$3.99
03/22/23,JAN230284,IMAGE COMICS,Vanish #5 (Cover B Daniel Warren Johnson),$3.99
03/22/23,JAN230285,IMAGE COMICS,Vanish #5 (Cover C Skottie Young),$3.99
03/22/23,JAN230286,IMAGE COMICS,Vanish #5 (Cover D Ryan Stegman Virgin Variant),AR
03/22/23,JAN230287,IMAGE COMICS,Vanish #5 (Cover E Daniel Warren Johnson Virgin Variant),AR
03/22/23,JAN230289,IMAGE COMICS,Vanish #5 (Cover G Ryan Stegman Raw Variant),AR
03/22/23,JAN230290,IMAGE COMICS,Vanish #5 (Cover H Daniel Warren Johnson Foil Variant),AR
03/22/23,JAN230291,IMAGE COMICS,Vanish #5 (Cover I Ryan Stegman Foil Variant),AR
03/22/23,FEB231530,INKWELL COMICS,Nib #14 Winter 2023,$14.95
03/22/23,JAN231657,INSIGHT EDITIONS,Alice In Wonderland The Official Cookbook HC,$27.99
03/22/23,DEC221890,IZE PRESS,Remarried Empress Volume 2 GN,$20.00
03/22/23,DEC221892,IZE PRESS,Solo Leveling Volume 6 GN,$20.00
03/22/23,DEC221891,IZE PRESS,Tomb Raider King Volume 2 GN,$20.00
03/22/23,JAN231669,KEENSPOT ENTERTAINMENT,Kung Fu Legume #5 (Of 5),$5.99
03/22/23,SEP221784,KENZER AND COMPANY,Knights Of The Dinner Table #302,$6.99
03/22/23,JAN231677,KNOPF BOOKS FOR YOUNG READERS,Meesh The Bad Demon Volume 1 GN,$13.99
03/22/23,JAN231678,KNOPF BOOKS FOR YOUNG READERS,Meesh The Bad Demon Volume 1 HC,$21.99
03/22/23,OCT222180,KODANSHA COMICS,A Condition Called Love Volume 2 GN,$10.99
03/22/23,OCT222186,KODANSHA COMICS,In The Clear Moonlit Dusk Volume 3 GN,$12.99
03/22/23,SEP222242,KODANSHA COMICS,Noragami Stray God Omnibus Volume 4 TP (Volumes 10-12),$19.99
03/22/23,NOV222127,KODANSHA COMICS,Seven Deadly Sins Omnibus Volume 9 TP,$19.99
03/22/23,OCT222194,KODANSHA COMICS,UQ Holder Volume 28 GN,$10.99
03/22/23,75960620200302211,MARVEL COMICS,Amazing Spider-Man #22 (Cover A John Romita Jr.),$3.99
03/22/23,75960620200302231,MARVEL COMICS,Amazing Spider-Man #22 (Cover B Chris Bachalo),AR
03/22/23,75960620547900111,MARVEL COMICS,Avengers #9 (Facsimile Edition),$3.99
03/22/23,75960620554700111,MARVEL COMICS,Avengers Rage Of Ultron Marvel Tales #1 (Cover A Nick Bradshaw),$7.99
03/22/23,75960620554700121,MARVEL COMICS,Avengers Rage Of Ultron Marvel Tales #1 (Cover B Nick Bradshaw Virgin Variant),AR
03/22/23,75960620243001111,MARVEL COMICS,Carnage #11 (Cover A Kendrick Kunkka Lim),$3.99
03/22/23,75960620243001131,MARVEL COMICS,Carnage #11 (Cover B Marco Mastrazzo),AR
03/22/23,75960620243001121,MARVEL COMICS,Carnage #11 (Cover C Sergio Davila Planet Of The Apes Variant),AR
03/22/23,75960620534900111,MARVEL COMICS,Doctor Strange #1 (Cover A Alex Ross),$4.99
03/22/23,75960620534900141,MARVEL COMICS,Doctor Strange #1 (Cover B Stefano Caselli Marvel Icon Variant),AR
03/22/23,75960620534900161,MARVEL COMICS,Doctor Strange #1 (Cover C Marco Checchetto),AR
03/22/23,75960620534900151,MARVEL COMICS,Doctor Strange #1 (Cover D Martin Coccolo Stormbreaker Variant),AR
03/22/23,75960620534900171,MARVEL COMICS,Doctor Strange #1 (Cover E Steve Skroce Infinity Saga Phase 3 Variant),AR
03/22/23,75960620534900121,MARVEL COMICS,Doctor Strange #1 (Cover F Alex Ross Timeless Dormammu Virgin Variant),AR
03/22/23,75960620534900131,MARVEL COMICS,Doctor Strange #1 (Cover G Alex Ross Timeless Dormammu Virgin Sketch Variant),AR
03/22/23,9781302950408,MARVEL COMICS,Doctor Strange Epic Collection Volume 8 Triumph And Torment TP,$44.99
03/22/23,9781302951122,MARVEL COMICS,Fantastic Four Epic Collection Volume 19 The Dream Is Dead TP,$44.99
03/22/23,9781302949815,MARVEL COMICS,Guardians Of The Galaxy By Donny Cates TP,$39.99
03/22/23,75960620417500311,MARVEL COMICS,Joe Fixit #3 (Of 5)(Cover A Cully Hamner),$3.99
03/22/23,75960620417500321,MARVEL COMICS,Joe Fixit #3 (Of 5)(Cover B E.M Gist),AR
03/22/23,75960620278201211,MARVEL COMICS,Marauders #12 (Cover A Kim Jacinto),$3.99
03/22/23,75960620278201221,MARVEL COMICS,Marauders #12 (Cover B Kim Jacinto),AR
03/22/23,9781302949242,MARVEL COMICS,Marvel Masterworks Dazzler Volume 4 HC (Direct Market Variant Edition Volume 339),$75.00
03/22/23,75960620422900411,MARVEL COMICS,Monica Rambeau Photon #4 (Of 5)(Cover A Lucas Werneck),$3.99
03/22/23,75960620422900421,MARVEL COMICS,Monica Rambeau Photon #4 (Of 5)(Cover B Davi Go),AR
03/22/23,9781302947347,MARVEL COMICS,Moon Knight Volume 3 Halfway To Sanity TP,$24.99
03/22/23,9781302932763,MARVEL COMICS,New Mutants Volume 4 TP,$19.99
03/22/23,75960620044301011,MARVEL COMICS,Punisher #10 (Cover A Jesus Saiz),$4.99
03/22/23,75960620044301021,MARVEL COMICS,Punisher #10 (Cover B Kyle Hotz),AR
03/22/23,75960620456400112,MARVEL COMICS,Red Goblin #1 (2nd Printing Cover A Jan Bazaldua),$4.99
03/22/23,75960620502800120,MARVEL COMICS,Red Goblin #1 (2nd Printing Cover B Alexander Lozano),AR
03/22/23,9781302947842,MARVEL COMICS,Savage Avengers By Gerry Duggan Omnibus HC (David Finch Book Market Cover),$100.00
03/22/23,9781302947859,MARVEL COMICS,Savage Avengers By Gerry Duggan Omnibus HC (Mike Deodato Jr. Direct Market Cover),$100.00
03/22/23,75960620084901111,MARVEL COMICS,She-Hulk #11 (Cover A Jen Bartel),$3.99
03/22/23,75960620084901121,MARVEL COMICS,She-Hulk #11 (Cover B Rickie Yagawa),AR
03/22/23,75960620454000511,MARVEL COMICS,Spider-Man The Lost Hunt #5 (Of 5)(Cover A Ryan Brown),$3.99
03/22/23,9781302934620,MARVEL COMICS,Spider-Punk Banned In D.C. TP (Battle Of The Banned?),$15.99
03/22/23,75960609601503211,MARVEL COMICS,Star Wars Darth Vader #32 (Cover A Rahzzah),$3.99
03/22/23,75960609601503221,MARVEL COMICS,Star Wars Darth Vader #32 (Cover B Chris Sprouse Return Of The Jedi 40th Anniversary Variant),AR
03/22/23,75960609601503241,MARVEL COMICS,Star Wars Darth Vader #32 (Cover D Peach Momoko Women's History Variant),AR
03/22/23,75960620533200112,MARVEL COMICS,Storm And The Brotherhood Of Mutants #1 (2nd Printing Cover A Leinil Francis Yu),$3.99
03/22/23,75960620533200211,MARVEL COMICS,Storm And The Brotherhood Of Mutants #2 (Cover A Leinil Francis Yu),$3.99
03/22/23,75960620533200241,MARVEL COMICS,Storm And The Brotherhood Of Mutants #2 (Cover B Ramon Villalobos),AR
03/22/23,75960620533200231,MARVEL COMICS,Storm And The Brotherhood Of Mutants #2 (Cover C Todd Nauck Sins Of Sinister March Connecting Variant),AR
03/22/23,75960620533200251,MARVEL COMICS,Storm And The Brotherhood Of Mutants #2 (Cover D Rickie Yagawa Women's History Month Variant),AR
03/22/23,75960620533200221,MARVEL COMICS,Storm And The Brotherhood Of Mutants #2 (Cover E Jonah Lobe Marvel Anatomy Variant),AR
03/22/23,75960620318500511,MARVEL COMICS,Tiger Division #5 (Of 5)(Cover A Creees Lee),$3.99
03/22/23,75960620318500521,MARVEL COMICS,Tiger Division #5 (Of 5)(Cover B Ron Lim Trading Card Variant),AR
03/22/23,75960620318500531,MARVEL COMICS,Tiger Division #5 (Of 5)(Cover C Betsy Cola),AR
03/22/23,9781302950606,MARVEL COMICS,Unbeatable Squirrel Girl Omnibus HC (Arthur Adams Direct Market Cover),$150.00
03/22/23,9781302950613,MARVEL COMICS,Unbeatable Squirrel Girl Omnibus HC (Erica Henderson Book Market Cover),$150.00
03/22/23,75960620569100311,MARVEL COMICS,Wasp #3 (Of 4)(Cover A Tom Reilly),$3.99
03/22/23,75960620569100321,MARVEL COMICS,Wasp #3 (Of 4)(Cover B Romina Jones),AR
03/22/23,9781302949785,MARVEL COMICS,Wolverine By Benjamin Percy Volume 2 HC,$44.99
03/22/23,75960620607000111,MARVEL COMICS,Women Of Marvel #1 (Cover A Erica D'urso),$5.99
03/22/23,75960620607000131,MARVEL COMICS,Women Of Marvel #1 (Cover B Romina Jones),AR
03/22/23,75960620607000141,MARVEL COMICS,Women Of Marvel #1 (Cover C Marguerite Sauvage),AR
03/22/23,75960620607000151,MARVEL COMICS,Women Of Marvel #1 (Cover D Corin Howell),AR
03/22/23,75960620607000121,MARVEL COMICS,Women Of Marvel #1 (Cover E Stefano Caselli Marvel Icon Variant),AR
03/22/23,75960620336900411,MARVEL COMICS,X-Treme X-Men #4 (Of 5)(Cover A Salvador Larroca),$3.99
03/22/23,75960620336900441,MARVEL COMICS,X-Treme X-Men #4 (Of 5)(Cover B Dan Panosian Homage Variant),AR
03/22/23,75960620336900421,MARVEL COMICS,X-Treme X-Men #4 (Of 5)(Cover C Salvador Larroca Classic Design Variant),AR
03/22/23,DEC221534,MERCURY COMICS,Hostage Slipcase Volume 1 HC,$49.99
03/22/23,DEC221535,MOONSTONE,Kolchak Noseferatu Prose Novel SC,$9.99
03/22/23,JAN231722,ONI PRESS,Rick And Morty Vs. Cthulhu #4 (Of 4)(Cover A Troy Little),$3.99
03/22/23,JAN231723,ONI PRESS,Rick And Morty Vs. Cthulhu #4 (Of 4)(Cover B Zander Cannon),$3.99
03/22/23,NOV221728,OPUS COMICS,Frank Frazetta's Dawn Attack #3 (Of 5)(Cover A Ariel Olivetti),$4.99
03/22/23,NOV221729,OPUS COMICS,Frank Frazetta's Dawn Attack #3 (Of 5)(Cover B Frank Frazetta),$4.99
03/22/23,NOV221730,OPUS COMICS,Frank Frazetta's Dawn Attack #3 (Of 5)(Cover C Maria Sanapo),AR
03/22/23,NOV221731,OPUS COMICS,Frank Frazetta's Dawn Attack #3 (Of 5)(Cover D Robert Hack),AR
03/22/23,NOV221732,OPUS COMICS,Frank Frazetta's Dawn Attack #3 (Of 5)(Cover F Robert Hack Virgin Variant),AR
03/22/23,DEC221576,OPUS COMICS,Monsters Of Metal My Bloody Valentine #1 (One Shot)(Cover A Ryan Christensen),$6.66
03/22/23,DEC221577,OPUS COMICS,Monsters Of Metal My Bloody Valentine #1 (One Shot)(Cover B Axel Medellin),AR
03/22/23,JAN238581,PRINCETON ARCHITECTURAL PRESS,Why You'll Never Find The One And Why It Doesn't Matter SC,$19.95
03/22/23,JAN231763,RAMPART PRESS,War Party #3 (Of 7),$3.99
03/22/23,JAN231764,RANDOM HOUSE BOOKS FOR YOUNG READERS,Pacey Packer Unicorn Tracker Volume 1 GN,$7.99
03/22/23,JAN231765,RANDOM HOUSE BOOKS FOR YOUNG READERS,Pacey Packer Unicorn Tracker Volume 4 Dragon Rider GN,$7.99
03/22/23,NOV221780,RED 5 COMICS,Atonement Bell #3 (Of 4),$3.95
03/22/23,DEC221613,RED 5 COMICS,Fallen #1,$3.95
03/22/23,JAN231793,SCHIFFER PUBLISHING,Star Wars Super Collectors Wish Book Volume 2 Toys 1977-2022 HC,$39.99
03/22/23,JAN231792,SCHIFFER PUBLISHING,Star Wars Super Collectors Wish Book Volume 3 Merchandise Collectibles Toys 2011-22 HC,$39.99
03/22/23,JAN231823,SCOUT COMICS,Black Cotton Comic Tag Card,$6.99
03/22/23,JAN231825,SCOUT COMICS,By The Horns TP Comic Tag Card,$6.99
03/22/23,JAN231803,SCOUT COMICS,Darkland #4 (Of 4),$4.99
03/22/23,JAN231831,SCOUT COMICS,Forever Maps GN Comic Tag Card,$6.99
03/22/23,JAN238367,SCOUT COMICS,Mr. Easta #2 (2nd Printing Cover A Kit Wallis),$4.99
03/22/23,JAN231834,SCOUT COMICS,Recount GN Comic Tag Card,$6.99
03/22/23,JAN238369,SCOUT COMICS,Road Trip To Hell #1 (2nd Printing Cover A Monika Maccagni),$4.99
03/22/23,JAN231837,SCOUT COMICS,Sam And His Talking Gun TP Comic Tag Card,$6.99
03/22/23,DEC221644,SCOUT COMICS,She Bites Volume 1 TP,$14.99
03/22/23,JAN231840,SCOUT COMICS,We Don't Kill Spiders Comic Tag Card,$6.99
03/22/23,JAN231820,SCOUT COMICS,We Wicked Ones #1 (Cover A David Mack),$4.99
03/22/23,JAN231821,SCOUT COMICS,We Wicked Ones #1 (Cover B Paulo Mel),AR
03/22/23,JAN231843,SCOUT COMICS - SCOOT,Little Guardians Volume 1 Trail By Spirit Fire TP,$14.99
03/22/23,JAN231846,SCOUT COMICS - SCOOT,Soulstream GN Comic Tag Card,$6.99
03/22/23,JUN229079,SEVEN SEAS ENTERTAINMENT,Ancient Magus' Bride Wizard's Blue Volume 6 GN,$12.99
03/22/23,JUN229005,SEVEN SEAS ENTERTAINMENT,Arifureta From Commonplace To World's Strongest Volume 10 GN,$12.99
03/22/23,JUN228896,SEVEN SEAS ENTERTAINMENT,Doughnuts Under A Crescent Moon Volume 4 GN,$13.99
03/22/23,JUN229001,SEVEN SEAS ENTERTAINMENT,Duke Of Death And His Maid Volume 5 GN,$12.99
03/22/23,JUN228930,SEVEN SEAS ENTERTAINMENT,Eccentric Doctor Of The Moon Flower Kingdom Volume 1 GN,$14.99
03/22/23,JUN228900,SEVEN SEAS ENTERTAINMENT,His Majesty The Demon King's Housekeeper Volume 3 GN,$13.99
03/22/23,JAN238813,SEVEN SEAS ENTERTAINMENT,I Didn't Mean To Fall In Love GN,$14.99
03/22/23,JUN228997,SEVEN SEAS ENTERTAINMENT,My Repair Skill Became A Versatile Cheat So I Think I'll Open A Weapon Shop Volume 3 GN,$12.99
03/22/23,JUN228935,SEVEN SEAS ENTERTAINMENT,Pulse Volume 3 GN,$19.99
03/22/23,DEC228689,SEVEN SEAS ENTERTAINMENT,Skull Dragon's Precious Daughter Volume 1 GN,$13.99
03/22/23,JUN228999,SEVEN SEAS ENTERTAINMENT,Tunnel To Summer The Exit Of Goodbyes Ultramarine Volume 3 GN,$12.99
03/22/23,APR228770,SEVEN SEAS ENTERTAINMENT - AIRSHIP,Final Fantasy VII Remake Trace Of Two Pasts Novel HC,$24.99
03/22/23,JUN228987,SEVEN SEAS ENTERTAINMENT - AIRSHIP,Mushoku Tensei Jobless Reincarnation Light Novel Volume 21 SC,$13.99
03/22/23,JUN228988,SEVEN SEAS ENTERTAINMENT - AIRSHIP,Though I Am An Inept Villainess Tale Of The Butterfly-Rat Body Swap In The Maiden Court Volume 3 SC,$14.99
03/22/23,JUN228520,SEVEN SEAS ENTERTAINMENT - AIRSHIP,Vivy Prototype Light Novel Volume 3 SC,$14.99
03/22/23,JAN231855,SILVER SPROCKET,Comics For Choice Illustrated Abortion Stories TP (2nd Edition),$29.99
03/22/23,DEC221658,SOURCE POINT PRESS,Adventures Of Cthulhu Jr. And Friends TP,$19.99
03/22/23,JAN231871,SOURCE POINT PRESS,Ben Mortara And The Thieves Of The Golden Table #1 (Of 4),$4.99
03/22/23,JAN231874,SOURCE POINT PRESS,Curse Of Cleaver County #1 (Cover A Kit Wallis),$4.99
03/22/23,DEC229021,SOURCE POINT PRESS,Curse Of Cleaver County #1 (Cover B Garrett Gunn),AR
03/22/23,JAN231867,SOURCE POINT PRESS,Deep Dark #1 (Of 4),$4.99
03/22/23,JAN231866,SOURCE POINT PRESS,Etheres #1,$4.99
03/22/23,JAN231864,SOURCE POINT PRESS,Nightwalkers #3 (Of 5)(Cover A Joe Bocardo),$3.99
03/22/23,JAN231865,SOURCE POINT PRESS,Nightwalkers #3 (Of 5)(Cover B Joe Bocardo Virgin Variant),$3.99
03/22/23,JAN231868,SOURCE POINT PRESS,Zombicide Day One #3 (Of 4)(Cover A Fabio Babich & Tarek Moutran),$3.99
03/22/23,JAN231869,SOURCE POINT PRESS,Zombicide Day One #3 (Of 4)(Cover B Riccardo Crosa),$3.99
03/22/23,JUL229237,SQUARE ENIX BOOKS,Chocobo And The Airship A Final Fantasy Picture Book HC,$17.99
03/22/23,JAN231880,SUMERIAN COMICS,Firstborns #4 (Of 5)(Cover A Luca Vassallo),$3.99
03/22/23,JAN231881,SUMERIAN COMICS,Firstborns #4 (Of 5)(Cover B Luca Vassallo),$3.99
03/22/23,JAN231879,SUMERIAN COMICS,Kingdom Come Deliverance Volume 1 TP,$16.99
03/22/23,JAN231889,SUMERIAN COMICS,Popscars #1 (Of 6)(Cover A Santi Guillen),$3.99
03/22/23,JAN231890,SUMERIAN COMICS,Popscars #1 (Of 6)(Cover B Santi Guillen),$3.99
03/22/23,JAN231891,SUMERIAN COMICS,Popscars #1 (Of 6)(Cover C Santi Guillen),$3.99
03/22/23,JAN231892,SUMERIAN COMICS,Popscars #1 (Of 6)(Cover D Santi Guillen),AR
03/22/23,JAN231893,SUMERIAN COMICS,Popscars #1 (Of 6)(Cover E Santi Guillen),AR
03/22/23,JAN231091,TITAN BOOKS,Life Is Strange Steph's Story Novel SC,$15.95
03/22/23,SEP228162,TITAN COMICS,Gun Honey Blood For Blood #3 (Of 4)(2nd Printing Cover A Junggeun Yoon Copic Variant),$3.99
03/22/23,JAN231084,TITAN COMICS,Moriarty A Clockwork Empire #2 (Cover A Claudia Caranfa),$4.99
03/22/23,JAN231085,TITAN COMICS,Moriarty A Clockwork Empire #2 (Cover B Stevan Subic),$4.99
03/22/23,JAN231086,TITAN COMICS,Moriarty A Clockwork Empire #2 (Cover C Heather Vaughan),$4.99
